id,long,lat,Mode,fid,h3,Commune,CodeCom
node/10705157305,-6.7835562100,34.0845674100,bus,5971,8839ab933dfffff,Layayda,7
node/11005642178,-7.0183985100,33.8837486100,bus,21393,8839a86f35fffff,Skhirate,5
node/11134670705,-7.0602105100,33.8362822100,bus,21697,8839a868bdfffff,Skhirate,5
node/11603596742,-6.9018524100,33.9295175100,bus,21412,8839a86eb5fffff,Témara,7
node/11841571359,-6.8551771100,34.0014076100,bus,21749,8839a86595fffff,Agdal Riyad,1
node/11876112174,-6.8501904100,33.9953902100,bus,21732,8839a865bbfffff,Agdal Riyad,1
node/11992660877,-6.8825009100,33.9641769100,train,21423,8839a86e9bfffff,Agdal Riyad,1
node/12120284602,-7.0579591100,33.8347808100,taxi,21701,8839a868b5fffff,Skhirate,5
node/12120284603,-7.0571923100,33.8378001100,taxi,21697,8839a868bdfffff,Skhirate,5
node/12146386658,-6.7783082100,34.0904975100,bus,5973,8839ab9339fffff,Layayda,7
node/12146386659,-6.7784788100,34.0903189100,bus,5973,8839ab9339fffff,Layayda,7
node/12146587996,-6.7750399100,34.0827213100,bus,5977,8839ab9331fffff,Layayda,7
node/12146973471,-6.7944196100,34.0431084100,bus,6062,8839ab916dfffff,Bettana,5
node/12146973496,-6.7728192100,34.0711876100,bus,6077,8839ab914bfffff,Layayda,7
node/12146994197,-6.7631524100,34.0652135100,bus,6069,8839ab915dfffff,Layayda,7
node/12146994198,-6.7650933100,34.0631554100,bus,6073,8839ab9155fffff,Layayda,7
node/12146994199,-6.7677059100,34.0604453100,bus,6081,8839ab9143fffff,Layayda,7
node/12146994200,-6.7696784100,34.0583314100,bus,6081,8839ab9143fffff,Layayda,7
node/12147023601,-6.7639961100,34.0751112100,bus,5974,8839ab9337fffff,Layayda,7
node/12147023602,-6.7666249100,34.0736709100,bus,5974,8839ab9337fffff,Layayda,7
node/12147023603,-6.7645851100,34.0745097100,bus,5974,8839ab9337fffff,Layayda,7
node/12147023604,-6.7654169100,34.0761700100,bus,5974,8839ab9337fffff,Layayda,7
node/12148095830,-6.8469136100,33.9965065100,bus,21748,8839a86597fffff,Agdal Riyad,1
node/12148095876,-6.8731048100,33.9705445100,bus,21741,8839a865a7fffff,Agdal Riyad,1
node/12148095878,-6.8773489100,33.9649828100,bus,5546,8839ab9b4dfffff,Agdal Riyad,1
node/12148095883,-6.8776748100,33.9568797100,bus,21427,8839a86e93fffff,Agdal Riyad,1
node/12148095884,-6.8738393100,33.9541864100,bus,5550,8839ab9b45fffff,Agdal Riyad,1
node/12148095885,-6.8719837100,33.9528542100,bus,5550,8839ab9b45fffff,Agdal Riyad,1
node/12148095888,-6.9023559100,33.9286129100,bus,21412,8839a86eb5fffff,Témara,7
node/12148119307,-6.9080748100,33.9247979100,bus,21546,8839a86cc9fffff,Témara,7
node/12148119308,-6.9227414100,33.9047047100,bus,21611,8839a86c13fffff,Témara,7
node/12148119309,-6.9244188100,33.9031050100,bus,21611,8839a86c13fffff,Témara,7
node/12148119310,-6.9261842100,33.9014651100,bus,21609,8839a86c17fffff,Témara,7
node/12148512342,-6.7562204100,34.0245156100,bus,6095,8839ab9123fffff,Hssaine,6
node/12148512343,-6.7470683100,34.0034897100,bus,5593,8839ab9ac7fffff,Hssaine,6
node/12148512344,-6.7464111100,34.0002475100,bus,5593,8839ab9ac7fffff,Hssaine,6
node/12148512345,-6.7440218100,33.9981031100,bus,5593,8839ab9ac7fffff,Hssaine,6
node/12148512346,-6.7441764100,33.9980729100,bus,5593,8839ab9ac7fffff,Hssaine,6
node/12150021617,-7.0536040100,33.8638792100,bus,21711,8839a8689dfffff,Skhirate,5
node/12150021619,-7.0467299100,33.8654548100,bus,21717,8839a86891fffff,Skhirate,5
node/12150021620,-7.0385454100,33.8695013100,bus,21712,8839a8689bfffff,Skhirate,5
node/12150021621,-7.0279564100,33.8758887100,bus,21396,8839a86f27fffff,Skhirate,5
node/12150021622,-7.0279466100,33.8761235100,bus,21396,8839a86f27fffff,Skhirate,5
node/12150021623,-7.0251807100,33.8780346100,bus,21498,8839a86d49fffff,Skhirate,5
node/12150021624,-7.0184429100,33.8839086100,bus,21393,8839a86f35fffff,Skhirate,5
node/12150021625,-6.9929937100,33.9019314100,bus,21575,8839a86c69fffff,Harhoura,3
node/12150021634,-6.9821292100,33.9079687100,bus,21589,8839a86c45fffff,Harhoura,3
node/12150021635,-6.9821231100,33.9081904100,bus,21589,8839a86c45fffff,Harhoura,3
node/12150021636,-6.9773686100,33.9118391100,bus,21589,8839a86c45fffff,Harhoura,3
node/12150021637,-6.9775605100,33.9119361100,bus,21589,8839a86c45fffff,Harhoura,3
node/12150137791,-6.9749004100,33.9138022100,bus,21591,8839a86c41fffff,Harhoura,3
node/12150137800,-6.9670442100,33.9184032100,bus,21590,8839a86c43fffff,Harhoura,3
node/12150141201,-6.9673355100,33.9184229100,bus,21590,8839a86c43fffff,Harhoura,3
node/12150141202,-6.9635847100,33.9209602100,bus,21580,8839a86c5dfffff,Harhoura,3
node/12150141203,-6.9637829100,33.9209788100,bus,21580,8839a86c5dfffff,Harhoura,3
node/12150223418,-6.9400955100,33.9380209100,bus,21401,8839a86ee7fffff,Harhoura,3
node/12150223419,-6.9399418100,33.9378933100,bus,21401,8839a86ee7fffff,Harhoura,3
node/12150223420,-6.9287830100,33.9480984100,bus,21403,8839a86ee3fffff,Yacoub El Mansour,9
node/12150223421,-6.9071918100,33.9694611100,bus,21407,8839a86ed1fffff,Yacoub El Mansour,9
node/12150223461,-6.9029987100,33.9723694100,bus,21406,8839a86ed3fffff,Yacoub El Mansour,9
node/12150223462,-6.9031594100,33.9724445100,bus,21406,8839a86ed3fffff,Yacoub El Mansour,9
node/12150223463,-6.8985248100,33.9744576100,bus,21406,8839a86ed3fffff,Yacoub El Mansour,9
node/12151781274,-6.9867192100,33.8843552100,bus,21490,8839a86d5bfffff,Ain Attig,9
node/12152116891,-7.0561620100,33.8655232100,bus,21711,8839a8689dfffff,Skhirate,5
node/12152116892,-7.0562356100,33.8654681100,bus,21711,8839a8689dfffff,Skhirate,5
node/12152116897,-6.9584676100,33.9259244100,bus,21580,8839a86c5dfffff,Harhoura,3
node/12152116898,-6.8444708100,34.0179719100,bus,21746,8839a8659bfffff,Hassan,5
node/12152116899,-6.8442797100,34.0180388100,bus,21746,8839a8659bfffff,Agdal Riyad,1
node/12152166961,-6.8401324100,34.0203340100,bus,21766,8839a864a7fffff,Agdal Riyad,1
node/12152166962,-6.8402504100,34.0203798100,bus,21766,8839a864a7fffff,Agdal Riyad,1
node/12152174844,-6.8596187100,34.0017566100,bus,21755,8839a86583fffff,Yacoub El Mansour,9
node/12152177068,-6.7246130100,33.9902975100,bus,5620,8839ab9a83fffff,Hssaine,6
node/12152181696,-7.0749687100,33.8299604100,bus,21707,8839a868a7fffff,Skhirate,5
node/12152181697,-7.0749682100,33.8298764100,bus,21707,8839a868a7fffff,Skhirate,5
node/12152388052,-6.7480158100,34.0356502100,bus,6085,8839ab9139fffff,Layayda,7
node/12152808698,-6.8898850100,33.9772685100,bus,21738,8839a865adfffff,Yacoub El Mansour,9
node/12152808699,-6.8900369100,33.9773765100,bus,21738,8839a865adfffff,Yacoub El Mansour,9
node/12152808700,-6.8879565100,33.9806981100,bus,21738,8839a865adfffff,Yacoub El Mansour,9
node/12152808701,-6.8878704100,33.9805689100,bus,21738,8839a865adfffff,Yacoub El Mansour,9
node/12152808702,-6.8874482100,33.9820272100,bus,21738,8839a865adfffff,Yacoub El Mansour,9
node/12152808703,-6.8887464100,33.9836919100,bus,21740,8839a865a9fffff,Yacoub El Mansour,9
node/12152808704,-6.8889141100,33.9833946100,bus,21740,8839a865a9fffff,Yacoub El Mansour,9
node/12152808705,-6.8873963100,33.9850552100,bus,21740,8839a865a9fffff,Yacoub El Mansour,9
node/12152808706,-6.8874303100,33.9848836100,bus,21740,8839a865a9fffff,Yacoub El Mansour,9
node/12152808707,-6.8846574100,33.9877933100,bus,21740,8839a865a9fffff,Yacoub El Mansour,9
node/12152808708,-6.8829181100,33.9894821100,bus,21740,8839a865a9fffff,Yacoub El Mansour,9
node/12152808709,-6.8827670100,33.9893920100,bus,21740,8839a865a9fffff,Yacoub El Mansour,9
node/12152808718,-6.8839525100,33.9911495100,bus,21754,8839a86585fffff,Yacoub El Mansour,9
node/12152808719,-6.8841069100,33.9910189100,bus,21740,8839a865a9fffff,Yacoub El Mansour,9
node/12152885056,-6.7562452100,34.0245478100,bus,6095,8839ab9123fffff,Hssaine,6
node/12152894008,-6.7742366100,34.0876861100,bus,5977,8839ab9331fffff,Layayda,7
node/12152894009,-6.7741119100,34.0877561100,bus,5977,8839ab9331fffff,Layayda,7
node/12153569660,-6.9005017100,33.9286600100,bus,21412,8839a86eb5fffff,Témara,7
node/12153569661,-6.8920722100,33.9161051100,bus,21538,8839a86cddfffff,Témara,7
node/12153569662,-6.8919269100,33.9165922100,bus,21538,8839a86cddfffff,Témara,7
node/12153569663,-6.8921190100,33.9161790100,bus,21538,8839a86cddfffff,Témara,7
node/12153569664,-6.8904361100,33.9192929100,bus,21538,8839a86cddfffff,Témara,7
node/12153569665,-6.8903714100,33.9193056100,bus,21538,8839a86cddfffff,Témara,7
node/12153987698,-6.8272860100,34.0242315100,bus,5638,8839ab9a49fffff,Hassan,5
node/12154215484,-6.8030536100,34.0637675100,bus,21771,8839a8649bfffff,Bab Lamrissa,3
node/12154215485,-6.8011216100,34.0663609100,bus,21771,8839a8649bfffff,Bab Lamrissa,3
node/12154215486,-6.7981650100,34.0699211100,bus,5978,8839ab9327fffff,Bab Lamrissa,3
node/12154215494,-6.8140894100,34.0552001100,bus,21770,8839a8649dfffff,Bab Lamrissa,3
node/12154215495,-6.8161934100,34.0578008100,bus,21770,8839a8649dfffff,Bab Lamrissa,3
node/12154484527,-6.8151448100,34.0354670100,bus,21763,8839a864b1fffff,Bettana,5
node/12154529630,-7.0601643100,33.8361766100,bus,21697,8839a868bdfffff,Skhirate,5
node/12154529631,-7.0569604100,33.8378962100,bus,21703,8839a868b1fffff,Skhirate,5
node/12154529633,-7.0459835100,33.8454122100,bus,21698,8839a868bbfffff,Skhirate,5
node/12154529634,-7.0449614100,33.8393526100,bus,21702,8839a868b3fffff,Skhirate,5
node/12154529635,-7.0416219100,33.8491062100,bus,21698,8839a868bbfffff,Skhirate,5
node/12154529636,-7.0386194100,33.8518346100,bus,21714,8839a86897fffff,Skhirate,5
node/12154529637,-7.0345705100,33.8544126100,bus,21484,8839a86d69fffff,Skhirate,5
node/12154529638,-7.0287770100,33.8574282100,bus,21484,8839a86d69fffff,Skhirate,5
node/12154529639,-7.0182122100,33.8615410100,bus,21499,8839a86d47fffff,Skhirate,5
node/12154529640,-7.0111862100,33.8639922100,bus,21501,8839a86d43fffff,Skhirate,5
node/12154529641,-6.9997519100,33.8703978100,bus,21489,8839a86d5dfffff,Skhirate,5
node/12154529642,-6.9844887100,33.8784733100,bus,21490,8839a86d5bfffff,Ain Attig,9
node/12155400095,-6.7913737100,34.0468933100,bus,6064,8839ab9169fffff,Tabriquet,9
node/12155400096,-6.7914525100,34.0467845100,bus,6064,8839ab9169fffff,Bettana,5
node/12155613067,-6.8175539100,33.9953878100,bus,5663,8839ab9a0dfffff,El Youssoufia,3
node/12155613079,-6.8322206100,34.0124445100,bus,5636,8839ab9a4dfffff,Touarga,7
node/12155980909,-6.8678075100,33.9913327100,bus,21753,8839a86587fffff,Yacoub El Mansour,9
node/12155980910,-6.8678172100,33.9914806100,bus,21753,8839a86587fffff,Yacoub El Mansour,9
node/12155981296,-6.8217479100,33.9740995100,bus,5649,8839ab9a2dfffff,El Youssoufia,3
node/12156150456,-6.8361788100,34.0227450100,bus,21766,8839a864a7fffff,Hassan,5
node/12156186626,-6.7812852100,34.0870992100,bus,5971,8839ab933dfffff,Layayda,7
node/12156186627,-6.7813920100,34.0872386100,bus,5971,8839ab933dfffff,Layayda,7
node/12156277543,-6.8360983100,34.0227707100,bus,21766,8839a864a7fffff,Hassan,5
node/12156317355,-6.7822720100,34.0606190100,bus,6082,8839ab9141fffff,Tabriquet,9
node/12156317356,-6.7754698100,34.0697403100,bus,6077,8839ab914bfffff,Layayda,7
node/12156317357,-6.7743439100,34.0702043100,bus,6077,8839ab914bfffff,Layayda,7
node/12156662662,-6.8360876100,34.0228207100,bus,21766,8839a864a7fffff,Hassan,5
node/12156662663,-6.8361948100,34.0227839100,bus,21766,8839a864a7fffff,Hassan,5
node/12156682742,-6.8424366100,33.9733598100,bus,5541,8839ab9b59fffff,Souissi,6
node/12156682743,-6.8422031100,33.9732420100,bus,5541,8839ab9b59fffff,Souissi,6
node/12156717644,-6.8274208100,34.0241593100,bus,5638,8839ab9a49fffff,Hassan,5
node/12158563271,-6.8125318100,33.9911327100,bus,5667,8839ab9a05fffff,El Youssoufia,3
node/12158563272,-6.8040587100,33.9901621100,bus,5666,8839ab9a07fffff,El Youssoufia,3
node/12158563273,-6.8040849100,33.9903027100,bus,5666,8839ab9a07fffff,El Youssoufia,3
node/12158563274,-6.7989836100,33.9907602100,bus,5666,8839ab9a07fffff,El Youssoufia,3
node/12158563275,-6.7989082100,33.9908982100,bus,5666,8839ab9a07fffff,El Youssoufia,3
node/12158563276,-6.7384656100,33.9888337100,bus,5615,8839ab9a8dfffff,Hssaine,6
node/12158629409,-6.7391877100,33.9994459100,bus,5617,8839ab9a89fffff,Hssaine,6
node/12158629410,-6.7393689100,33.9990663100,bus,5617,8839ab9a89fffff,Hssaine,6
node/12158629411,-6.7429691100,34.0061511100,bus,5595,8839ab9ac3fffff,Hssaine,6
node/12158629412,-6.8270322100,34.0206832100,bus,5638,8839ab9a49fffff,Hassan,5
node/12160307931,-6.7474647100,34.0692064100,bus,6074,8839ab9153fffff,Layayda,7
node/12160307932,-6.7567487100,34.0696062100,bus,6075,8839ab9151fffff,Layayda,7
node/12160307933,-6.7544956100,34.0701483100,bus,6075,8839ab9151fffff,Layayda,7
node/12160307934,-6.7499842100,34.0697617100,bus,6075,8839ab9151fffff,Layayda,7
node/12160307936,-6.7734150100,34.0800578100,bus,5974,8839ab9337fffff,Layayda,7
node/12160307937,-6.7735261100,34.0799811100,bus,5975,8839ab9335fffff,Layayda,7
node/12160711946,-6.7354657100,34.0380946100,bus,6084,8839ab913bfffff,Layayda,7
node/12160734067,-6.8151433100,34.0385315100,train,21763,8839a864b1fffff,Tabriquet,9
node/12167273455,-6.8566440100,34.0015872100,train,21749,8839a86595fffff,Agdal Riyad,1
node/12170459816,-6.8126557100,34.0521924100,bus,21774,8839a86495fffff,Bab Lamrissa,3
node/12170459817,-6.8127814100,34.0521384100,bus,21774,8839a86495fffff,Bab Lamrissa,3
node/12170459819,-6.8494316100,34.0227318100,bus,21767,8839a864a5fffff,Hassan,5
node/12170459820,-6.8456935100,34.0230369100,bus,21767,8839a864a5fffff,Hassan,5
node/12174760312,-6.8273164100,34.0242858100,bus,5638,8839ab9a49fffff,Hassan,5
node/12184198155,-6.9055257100,33.9648370100,bus,21405,8839a86ed7fffff,Yacoub El Mansour,9
node/12188302080,-6.8051203100,34.0525026100,train,21773,8839a86497fffff,Bab Lamrissa,3
node/12188302081,-6.8826342100,33.9642076100,train,21423,8839a86e9bfffff,Agdal Riyad,1
node/12189923311,-6.8567392100,34.0017625100,train,21749,8839a86595fffff,Agdal Riyad,1
node/12768413309,-6.8515504100,33.9901327100,bus,21732,8839a865bbfffff,Agdal Riyad,1
