fid,h3,population,surface_to,Province,Commune,CodeProv,CodeCom,pop_24,surf_comm,id,surface_in,pop_corr,Arrêts,classifica,long,lat
21404,8839a86edbfffff,9,794332.766,Rabat,Yacoub El Mansour,421,9,168391,115261.8417,node/21141275,71885.25482,1,0,Non desservi,-6.90138185,33.97699613
21728,8839a865e3fffff,1,794241.119,Rabat,Yacoub El Mansour,421,9,168391,5634.683876,node/21141275,5634.683876,0,0,Non desservi,-6.88708533,33.99205425
5539,8839ab9b5dfffff,1290,793787.251,Rabat,Souissi,421,6,21049,793787.2514,node/21141275,768243.3462,1248,4,Modérément desservi,-6.84774893,33.96848964
5543,8839ab9b55fffff,1331,793734.408,Rabat,Souissi,421,6,21049,793734.4076,node/21141275,70867.65718,119,0,Non desservi,-6.84606897,33.96438895
21491,8839a86d59fffff,405,795066.7,Skhirate- Témara,Ain Attig,501,9,73985,410595.0287,node/21141275,22417.35604,11,0,Non desservi,-6.9910248,33.88227026
21577,8839a86c65fffff,623,795021.642,Skhirate- Témara,Ain Attig,501,9,73985,795021.6422,node/21141275,282408.138,221,0,Non desservi,-6.98827849,33.88630788
6085,8839ab9139fffff,1496,792930.751,Salé,Layayda,441,7,229838,792930.7514,node/21141275,578914.7063,1092,2,Modérément desservi,-6.74783598,34.03662209
6107,8839ab9107fffff,26,793029.71,Salé,Layayda,441,7,229838,793029.7096,node/21141275,8252.319588,0,0,Non desservi,-6.75312471,34.03624272
21410,8839a86eb9fffff,4507,794265.735,Skhirate- Témara,Témara,501,7,297098,744189.0851,node/21141275,538468.8838,3056,2,Modérément desservi,-6.90200093,33.9416197
5555,8839ab9b39fffff,76,793575.577,Rabat,Souissi,421,6,21049,793575.5768,node/21141275,1494.08411,0,0,Non desservi,-6.82589452,33.93647532
5988,8839ab9307fffff,1,793396.277,Salé,Layayda,441,7,229838,75612.95263,node/21141275,36354.84544,0,0,Non desservi,-6.782771,34.09228061
21496,8839a86d4dfffff,494,795352.827,Skhirate- Témara,Skhirate,501,5,122705,795352.8273,node/21141275,57511.19709,36,0,Non desservi,-7.02772472,33.87267215
21584,8839a86c55fffff,462,794742.627,Skhirate- Témara,Harhoura,501,3,20950,261841.174,node/21141275,41688.64348,24,0,Non desservi,-6.95991574,33.91876647
21727,8839a865e7fffff,1,794286.968,Rabat,Yacoub El Mansour,421,9,168391,30032.80551,node/21141275,23013.98161,0,0,Non desservi,-6.8924132,33.9855981
5644,8839ab9a39fffff,522,793254.419,Rabat,El Youssoufia,421,3,157587,440578.0882,node/21141275,5346.214025,4,0,Non desservi,-6.7938957,33.98992081
5668,8839ab9a03fffff,9,793307.183,Rabat,El Youssoufia,421,3,157587,155976.9968,node/21141275,128589.9035,1,0,Non desservi,-6.79611006,33.99277038
5668,8839ab9a03fffff,9,793307.183,Salé,Bettana,441,5,76233,291057.3212,node/21141275,20628.48488,0,0,Non desservi,-6.79760302,33.99489044
